z,population
z057598,4636172.8662
z057599,4938760.774
z057600,5195679.6087
z057601,3325975.8622
z057602,4022351.5338
z057603,4155640.3249
z057604,4721471.1789
z057605,3325975.8622
z057606,4022351.5338
z057607,4155640.3249
z057608,4721471.1789
z057609,3797208.3086
z057610,4493583.9802
z057611,4626872.7713
z057612,5192703.6253
z057613,3797208.3086
z057614,4493583.9802
z057615,4626872.7713
z057616,5192703.6253
z057617,3458185.3458
z057618,4152948.4367
z057619,4156845.0891
z057620,4722675.9431
z057621,3458185.3458
z057622,4152948.4367
z057623,4156845.0891
z057624,4722675.9431
z057625,3929417.7921
z057626,4624180.8831
z057627,4628077.5355
z057628,5193908.3895
z057629,3929417.7921
z057630,4624180.8831
z057631,4628077.5355
z057632,5193908.3895
z057633,3325975.8622
z057634,4022351.5338
z057635,4155640.3249
z057636,4721471.1789
z057637,3325975.8622
z057638,4022351.5338
z057639,4155640.3249
z057640,4721471.1789
z057641,3797208.3086
z057642,4493583.9802
z057643,4626872.7713
z057644,5192703.6253
z057645,3797208.3086
z057646,4493583.9802
z057647,4626872.7713
z057648,5192703.6253
z057649,3458185.3458
z057650,4152948.4367
z057651,4156845.0891
z057652,4722675.9431
z057653,3458185.3458
z057654,4152948.4367
z057655,4156845.0891
z057656,4722675.9431
z057657,3929417.7921
z057658,4624180.8831
z057659,4628077.5355
z057660,5193908.3895
z057661,3929417.7921
z057662,4624180.8831
z057663,4628077.5355
z057664,5193908.3895
z057665,3325975.8622
z057666,4022351.5338
z057667,4155640.3249
z057668,4721471.1789
z057669,3325975.8622
z057670,4022351.5338
z057671,4155640.3249
z057672,4721471.1789
z057673,3797208.3086
z057674,4493583.9802
z057675,4626872.7713
z057676,5192703.6253
z057677,3797208.3086
z057678,4493583.9802
z057679,4626872.7713
z057680,5192703.6253
z057681,3458185.3458
z057682,4152948.4367
z057683,4156845.0891
z057684,4722675.9431
z057685,3458185.3458
z057686,4152948.4367
z057687,4156845.0891
z057688,4722675.9431
z057689,3929417.7921
z057690,4624180.8831
z057691,4628077.5355
z057692,5193908.3895
z057693,3929417.7921
z057694,4624180.8831
z057695,4628077.5355
z057696,5193908.3895
z057697,3325975.8622
z057698,4022351.5338
z057699,4155640.3249
z057700,4721471.1789
z057701,3325975.8622
z057702,4022351.5338
z057703,4155640.3249
z057704,4721471.1789
z057705,3797208.3086
z057706,4493583.9802
z057707,4626872.7713
z057708,5192703.6253
z057709,3797208.3086
z057710,4493583.9802
z057711,4626872.7713
z057712,5192703.6253
z057713,3458185.3458
z057714,4152948.4367
z057715,4156845.0891
z057716,4722675.9431
z057717,3458185.3458
z057718,4152948.4367
z057719,4156845.0891
z057720,4722675.9431
z057721,3929417.7921
z057722,4624180.8831
z057723,4628077.5355
z057724,5193908.3895
z057725,3929417.7921
z057726,4624180.8831
z057727,4628077.5355
z057728,5193908.3895
z057729,3771322.7349
z057730,4052876.0163
z057731,4466323.5634
z057732,4723242.3981
z057733,3771322.7349
z057734,4052876.0163
z057735,4466323.5634
z057736,4723242.3981
z057737,4242555.1813
z057738,4524108.4627
z057739,4937556.0098
z057740,5194474.8445
z057741,4242555.1813
z057742,4524108.4627
z057743,4937556.0098
z057744,5194474.8445
z057745,3883387.1384
z057746,4164940.4198
z057747,4467528.3276
z057748,4724447.1623
z057749,3883387.1384
z057750,4164940.4198
z057751,4467528.3276
z057752,4724447.1623
z057753,4354619.5848
z057754,4636172.8662
z057755,4938760.774
z057756,5195679.6087
z057757,4354619.5848
z057758,4636172.8662
z057759,4938760.774
z057760,5195679.6087
z057761,3771322.7349
z057762,4052876.0163
z057763,4466323.5634
z057764,4723242.3981
z057765,3771322.7349
z057766,4052876.0163
z057767,4466323.5634
z057768,4723242.3981
z057769,4242555.1813
z057770,4524108.4627
z057771,4937556.0098
z057772,5194474.8445
z057773,4242555.1813
z057774,4524108.4627
z057775,4937556.0098
z057776,5194474.8445
z057777,3883387.1384
z057778,4164940.4198
z057779,4467528.3276
z057780,4724447.1623
z057781,3883387.1384
z057782,4164940.4198
z057783,4467528.3276
z057784,4724447.1623
z057785,4354619.5848
z057786,4636172.8662
z057787,4938760.774
z057788,5195679.6087
z057789,4354619.5848
z057790,4636172.8662
z057791,4938760.774
z057792,5195679.6087
z057793,3771322.7349
z057794,4052876.0163
z057795,4466323.5634
z057796,4723242.3981
z057797,3771322.7349
z057798,4052876.0163
z057799,4466323.5634
z057800,4723242.3981
z057801,4242555.1813
z057802,4524108.4627
z057803,4937556.0098
z057804,5194474.8445
z057805,4242555.1813
z057806,4524108.4627
z057807,4937556.0098
z057808,5194474.8445
z057809,3883387.1384
z057810,4164940.4198
z057811,4467528.3276
z057812,4724447.1623
z057813,3883387.1384
z057814,4164940.4198
z057815,4467528.3276
z057816,4724447.1623
z057817,4354619.5848
z057818,4636172.8662
z057819,4938760.774
z057820,5195679.6087
z057821,4354619.5848
z057822,4636172.8662
z057823,4938760.774
z057824,5195679.6087
z057825,3771322.7349
z057826,4052876.0163
z057827,4466323.5634
z057828,4723242.3981
z057829,3771322.7349
z057830,4052876.0163
z057831,4466323.5634
z057832,4723242.3981
z057833,4242555.1813
z057834,4524108.4627
z057835,4937556.0098
z057836,5194474.8445
z057837,4242555.1813
z057838,4524108.4627
z057839,4937556.0098
z057840,5194474.8445
z057841,3883387.1384
z057842,4164940.4198
z057843,4467528.3276
z057844,4724447.1623
z057845,3883387.1384
z057846,4164940.4198
z057847,4467528.3276
z057848,4724447.1623
z057849,4354619.5848
z057850,4636172.8662
z057851,4938760.774
z057852,5195679.6087
z057853,4354619.5848
z057854,4636172.8662
z057855,4938760.774
z057856,5195679.6087
z057857,3405297.6034
z057858,4101673.275
z057859,4224037.2194
z057860,4789868.0734
z057861,3405297.6034
z057862,4101673.275
z057863,4224037.2194
z057864,4789868.0734
z057865,3876530.0497
z057866,4572905.7213
z057867,4695269.6658
z057868,5261100.5198
z057869,3876530.0497
z057870,4572905.7213
z057871,4695269.6658
z057872,5261100.5198
z057873,3537507.0869
z057874,4232270.1779
z057875,4225241.9836
z057876,4791072.8376
z057877,3537507.0869
z057878,4232270.1779
z057879,4225241.9836
z057880,4791072.8376
z057881,4008739.5333
z057882,4703502.6243
z057883,4696474.43
z057884,5262305.284
z057885,4008739.5333
z057886,4703502.6243
z057887,4696474.43
z057888,5262305.284
z057889,3405297.6034
z057890,4101673.275
z057891,4224037.2194
z057892,4789868.0734
z057893,3405297.6034
z057894,4101673.275
z057895,4224037.2194
z057896,4789868.0734
z057897,3876530.0497
z057898,4572905.7213
z057899,4695269.6658
z057900,5261100.5198
z057901,3876530.0497
z057902,4572905.7213
z057903,4695269.6658
z057904,5261100.5198
z057905,3537507.0869
z057906,4232270.1779
z057907,4225241.9836
z057908,4791072.8376
z057909,3537507.0869
z057910,4232270.1779
z057911,4225241.9836
z057912,4791072.8376
z057913,4008739.5333
z057914,4703502.6243
z057915,4696474.43
z057916,5262305.284
z057917,4008739.5333
z057918,4703502.6243
z057919,4696474.43
z057920,5262305.284
z057921,3405297.6034
z057922,4101673.275
z057923,4224037.2194
z057924,4789868.0734
z057925,3405297.6034
z057926,4101673.275
z057927,4224037.2194
z057928,4789868.0734
z057929,3876530.0497
z057930,4572905.7213
z057931,4695269.6658
z057932,5261100.5198
z057933,3876530.0497
z057934,4572905.7213
z057935,4695269.6658
z057936,5261100.5198
z057937,3537507.0869
z057938,4232270.1779
z057939,4225241.9836
z057940,4791072.8376
z057941,3537507.0869
z057942,4232270.1779
z057943,4225241.9836
z057944,4791072.8376
z057945,4008739.5333
z057946,4703502.6243
z057947,4696474.43
z057948,5262305.284
z057949,4008739.5333
z057950,4703502.6243
z057951,4696474.43
z057952,5262305.284
z057953,3405297.6034
z057954,4101673.275
z057955,4224037.2194
z057956,4789868.0734
z057957,3405297.6034
z057958,4101673.275
z057959,4224037.2194
z057960,4789868.0734
z057961,3876530.0497
z057962,4572905.7213
z057963,4695269.6658
z057964,5261100.5198
z057965,3876530.0497
z057966,4572905.7213
z057967,4695269.6658
z057968,5261100.5198
z057969,3537507.0869
z057970,4232270.1779
z057971,4225241.9836
z057972,4791072.8376
z057973,3537507.0869
z057974,4232270.1779
z057975,4225241.9836
z057976,4791072.8376
z057977,4008739.5333
z057978,4703502.6243
z057979,4696474.43
z057980,5262305.284
z057981,4008739.5333
z057982,4703502.6243
z057983,4696474.43
z057984,5262305.284
z057985,3850644.4761
z057986,4132197.7575
z057987,4534720.4579
z057988,4791639.2926
z057989,3850644.4761
z057990,4132197.7575
z057991,4534720.4579
z057992,4791639.2926
z057993,4321876.9225
z057994,4603430.2039
z057995,5005952.9043
z057996,5262871.739
z057997,4321876.9225
z057998,4603430.2039
z057999,5005952.9043
z058000,5262871.739
z058001,3962708.8796
z058002,4244262.1609
z058003,4535925.2221
z058004,4792844.0568
z058005,3962708.8796
z058006,4244262.1609
z058007,4535925.2221
z058008,4792844.0568
z058009,4433941.3259
z058010,4715494.6073
z058011,5007157.6685
z058012,5264076.5032
z058013,4433941.3259
z058014,4715494.6073
z058015,5007157.6685
z058016,5264076.5032
z058017,3850644.4761
z058018,4132197.7575
z058019,4534720.4579
z058020,4791639.2926
z058021,3850644.4761
z058022,4132197.7575
z058023,4534720.4579
z058024,4791639.2926
z058025,4321876.9225
z058026,4603430.2039
z058027,5005952.9043
z058028,5262871.739
z058029,4321876.9225
z058030,4603430.2039
z058031,5005952.9043
z058032,5262871.739
z058033,3962708.8796
z058034,4244262.1609
z058035,4535925.2221
z058036,4792844.0568
z058037,3962708.8796
z058038,4244262.1609
z058039,4535925.2221
z058040,4792844.0568
z058041,4433941.3259
z058042,4715494.6073
z058043,5007157.6685
z058044,5264076.5032
z058045,4433941.3259
z058046,4715494.6073
z058047,5007157.6685
z058048,5264076.5032
z058049,3850644.4761
z058050,4132197.7575
z058051,4534720.4579
z058052,4791639.2926
z058053,3850644.4761
z058054,4132197.7575
z058055,4534720.4579
z058056,4791639.2926
z058057,4321876.9225
z058058,4603430.2039
z058059,5005952.9043
z058060,5262871.739
z058061,4321876.9225
z058062,4603430.2039
z058063,5005952.9043
z058064,5262871.739
z058065,3962708.8796
z058066,4244262.1609
z058067,4535925.2221
z058068,4792844.0568
z058069,3962708.8796
z058070,4244262.1609
z058071,4535925.2221
z058072,4792844.0568
z058073,4433941.3259
z058074,4715494.6073
z058075,5007157.6685
z058076,5264076.5032
z058077,4433941.3259
z058078,4715494.6073
z058079,5007157.6685
z058080,5264076.5032
z058081,3850644.4761
z058082,4132197.7575
z058083,4534720.4579
z058084,4791639.2926
z058085,3850644.4761
z058086,4132197.7575
z058087,4534720.4579
z058088,4791639.2926
z058089,4321876.9225
z058090,4603430.2039
z058091,5005952.9043
z058092,5262871.739
z058093,4321876.9225
z058094,4603430.2039
z058095,5005952.9043
z058096,5262871.739
z058097,3962708.8796
z058098,4244262.1609
z058099,4535925.2221
z058100,4792844.0568
z058101,3962708.8796
z058102,4244262.1609
z058103,4535925.2221
z058104,4792844.0568
z058105,4433941.3259
z058106,4715494.6073
z058107,5007157.6685
z058108,5264076.5032
z058109,4433941.3259
z058110,4715494.6073
z058111,5007157.6685
z058112,5264076.5032
z058113,3405297.6034
z058114,4101673.275
z058115,4224037.2194
z058116,4789868.0734
z058117,3405297.6034
z058118,4101673.275
z058119,4224037.2194
z058120,4789868.0734
z058121,3876530.0497
z058122,4572905.7213
z058123,4695269.6658
z058124,5261100.5198
z058125,3876530.0497
z058126,4572905.7213
z058127,4695269.6658
z058128,5261100.5198
z058129,3537507.0869
z058130,4232270.1779
z058131,4225241.9836
z058132,4791072.8376
z058133,3537507.0869
z058134,4232270.1779
z058135,4225241.9836
z058136,4791072.8376
z058137,4008739.5333
z058138,4703502.6243
z058139,4696474.43
z058140,5262305.284
z058141,4008739.5333
z058142,4703502.6243
z058143,4696474.43
z058144,5262305.284
z058145,3405297.6034
z058146,4101673.275
z058147,4224037.2194
z058148,4789868.0734
z058149,3405297.6034
z058150,4101673.275
z058151,4224037.2194
z058152,4789868.0734
z058153,3876530.0497
z058154,4572905.7213
z058155,4695269.6658
z058156,5261100.5198
z058157,3876530.0497
z058158,4572905.7213
z058159,4695269.6658
z058160,5261100.5198
z058161,3537507.0869
z058162,4232270.1779
z058163,4225241.9836
z058164,4791072.8376
z058165,3537507.0869
z058166,4232270.1779
z058167,4225241.9836
z058168,4791072.8376
z058169,4008739.5333
z058170,4703502.6243
z058171,4696474.43
z058172,5262305.284
z058173,4008739.5333
z058174,4703502.6243
z058175,4696474.43
z058176,5262305.284
z058177,3405297.6034
z058178,4101673.275
z058179,4224037.2194
z058180,4789868.0734
z058181,3405297.6034
z058182,4101673.275
z058183,4224037.2194
z058184,4789868.0734
z058185,3876530.0497
z058186,4572905.7213
z058187,4695269.6658
z058188,5261100.5198
z058189,3876530.0497
z058190,4572905.7213
z058191,4695269.6658
z058192,5261100.5198
z058193,3537507.0869
z058194,4232270.1779
z058195,4225241.9836
z058196,4791072.8376
z058197,3537507.0869
z058198,4232270.1779
z058199,4225241.9836
z058200,4791072.8376
z058201,4008739.5333
z058202,4703502.6243
z058203,4696474.43
z058204,5262305.284
z058205,4008739.5333
z058206,4703502.6243
z058207,4696474.43
z058208,5262305.284
z058209,3405297.6034
z058210,4101673.275
z058211,4224037.2194
z058212,4789868.0734
z058213,3405297.6034
z058214,4101673.275
z058215,4224037.2194
z058216,4789868.0734
z058217,3876530.0497
z058218,4572905.7213
z058219,4695269.6658
z058220,5261100.5198
z058221,3876530.0497
z058222,4572905.7213
z058223,4695269.6658
z058224,5261100.5198
z058225,3537507.0869
z058226,4232270.1779
z058227,4225241.9836
z058228,4791072.8376
z058229,3537507.0869
z058230,4232270.1779
z058231,4225241.9836
z058232,4791072.8376
z058233,4008739.5333
z058234,4703502.6243
z058235,4696474.43
z058236,5262305.284
z058237,4008739.5333
z058238,4703502.6243
z058239,4696474.43
z058240,5262305.284
z058241,3850644.4761
z058242,4132197.7575
z058243,4534720.4579
z058244,4791639.2926
z058245,3850644.4761
z058246,4132197.7575
z058247,4534720.4579
z058248,4791639.2926
z058249,4321876.9225
z058250,4603430.2039
z058251,5005952.9043
z058252,5262871.739
z058253,4321876.9225
z058254,4603430.2039
z058255,5005952.9043
z058256,5262871.739
z058257,3962708.8796
z058258,4244262.1609
z058259,4535925.2221
z058260,4792844.0568
z058261,3962708.8796
z058262,4244262.1609
z058263,4535925.2221
z058264,4792844.0568
z058265,4433941.3259
z058266,4715494.6073
z058267,5007157.6685
z058268,5264076.5032
z058269,4433941.3259
z058270,4715494.6073
z058271,5007157.6685
z058272,5264076.5032
z058273,3850644.4761
z058274,4132197.7575
z058275,4534720.4579
z058276,4791639.2926
z058277,3850644.4761
z058278,4132197.7575
z058279,4534720.4579
z058280,4791639.2926
z058281,4321876.9225
z058282,4603430.2039
z058283,5005952.9043
z058284,5262871.739
z058285,4321876.9225
z058286,4603430.2039
z058287,5005952.9043
z058288,5262871.739
z058289,3962708.8796
z058290,4244262.1609
z058291,4535925.2221
z058292,4792844.0568
z058293,3962708.8796
z058294,4244262.1609
z058295,4535925.2221
z058296,4792844.0568
z058297,4433941.3259
z058298,4715494.6073
z058299,5007157.6685
z058300,5264076.5032
z058301,4433941.3259
z058302,4715494.6073
z058303,5007157.6685
z058304,5264076.5032
z058305,3850644.4761
z058306,4132197.7575
z058307,4534720.4579
z058308,4791639.2926
z058309,3850644.4761
z058310,4132197.7575
z058311,4534720.4579
z058312,4791639.2926
z058313,4321876.9225
z058314,4603430.2039
z058315,5005952.9043
z058316,5262871.739
z058317,4321876.9225
z058318,4603430.2039
z058319,5005952.9043
z058320,5262871.739
z058321,3962708.8796
z058322,4244262.1609
z058323,4535925.2221
z058324,4792844.0568
z058325,3962708.8796
z058326,4244262.1609
z058327,4535925.2221
z058328,4792844.0568
z058329,4433941.3259
z058330,4715494.6073
z058331,5007157.6685
z058332,5264076.5032
z058333,4433941.3259
z058334,4715494.6073
z058335,5007157.6685
z058336,5264076.5032
z058337,3850644.4761
z058338,4132197.7575
z058339,4534720.4579
z058340,4791639.2926
z058341,3850644.4761
z058342,4132197.7575
z058343,4534720.4579
z058344,4791639.2926
z058345,4321876.9225
z058346,4603430.2039
z058347,5005952.9043
z058348,5262871.739
z058349,4321876.9225
z058350,4603430.2039
z058351,5005952.9043
z058352,5262871.739
z058353,3962708.8796
z058354,4244262.1609
z058355,4535925.2221
z058356,4792844.0568
z058357,3962708.8796
z058358,4244262.1609
z058359,4535925.2221
z058360,4792844.0568
z058361,4433941.3259
z058362,4715494.6073
z058363,5007157.6685
z058364,5264076.5032
z058365,4433941.3259
z058366,4715494.6073
z058367,5007157.6685
z058368,5264076.5032
z058369,3790882.2636
z058370,4362547.5529
z058371,4620546.7264
z058372,5061667.198
z058373,3790882.2636
z058374,4362547.5529
z058375,4620546.7264
z058376,5061667.198
z058377,4262114.71
z058378,4833779.9993
z058379,5091779.1728
z058380,5532899.6444
z058381,4262114.71
z058382,4833779.9993
z058383,5091779.1728
z058384,5532899.6444
z058385,3923091.7472
z058386,4493144.4558
z058387,4621751.4906
z058388,5062871.9622
z058389,3923091.7472
z058390,4493144.4558
z058391,4621751.4906
z058392,5062871.9622
z058393,4394324.1936
z058394,4964376.9022
z058395,5092983.9369
z058396,5534104.4086
z058397,4394324.1936
z058398,4964376.9022
z058399,5092983.9369
z058400,5534104.4086
z058401,3790882.2636
z058402,4362547.5529
z058403,4620546.7264
z058404,5061667.198
z058405,3790882.2636
z058406,4362547.5529
z058407,4620546.7264
z058408,5061667.198
z058409,4262114.71
z058410,4833779.9993
z058411,5091779.1728
z058412,5532899.6444
z058413,4262114.71
z058414,4833779.9993
z058415,5091779.1728
z058416,5532899.6444
z058417,3923091.7472
z058418,4493144.4558
z058419,4621751.4906
z058420,5062871.9622
z058421,3923091.7472
z058422,4493144.4558
z058423,4621751.4906
z058424,5062871.9622
z058425,4394324.1936
z058426,4964376.9022
z058427,5092983.9369
z058428,5534104.4086
z058429,4394324.1936
z058430,4964376.9022
z058431,5092983.9369
z058432,5534104.4086
z058433,3790882.2636
z058434,4362547.5529
z058435,4620546.7264
z058436,5061667.198
z058437,3790882.2636
z058438,4362547.5529
z058439,4620546.7264
z058440,5061667.198
z058441,4262114.71
z058442,4833779.9993
z058443,5091779.1728
z058444,5532899.6444
z058445,4262114.71
z058446,4833779.9993
z058447,5091779.1728
z058448,5532899.6444
z058449,3923091.7472
z058450,4493144.4558
z058451,4621751.4906
z058452,5062871.9622
z058453,3923091.7472
z058454,4493144.4558
z058455,4621751.4906
z058456,5062871.9622
z058457,4394324.1936
z058458,4964376.9022
z058459,5092983.9369
z058460,5534104.4086
z058461,4394324.1936
z058462,4964376.9022
z058463,5092983.9369
z058464,5534104.4086
z058465,3790882.2636
z058466,4362547.5529
z058467,4620546.7264
z058468,5061667.198
z058469,3790882.2636
